INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0009', '001', 'Front fascia and header panel', 'installed', '8.53', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAES0093', '005', 'Airbag sensor', 'installed', '13.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAES0110', '005', 'TDC sensor', 'installed', '14.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-PACBS0169', '005', 'Brake backing pad', 'installed', '16.90', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEGAM0065', '005', 'Fuel gauge', 'received', '71.73', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEM0142', '005', 'Performance chip', 'received', '29.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAES0113', '005', 'Oil level sensor', 'installed', '4.18', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAESS0119', '005', 'Spark Plug', 'ordered', '13.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-BAE0019', '001', 'Trim package', 'installed', '73.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEGAM0068', '001', 'Speedometer', 'installed', '48.30', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEAD0044', '005', 'Other devices', 'installed', '28.32', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEIS0078', '005', 'Ignition box', 'installed', '71.51', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAES0099', '005', 'Knock sensor', 'installed', '35.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-PACBS0174', '005', 'Brake pad', 'installed', '80.21', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-BAE0007', '001', 'Fender Musical Instruments Corporation', 'installed', '74.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAECS0049', '001', 'Alternator bearing', 'installed', '37.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-EAEM0135', '001', 'Chassis control computer', 'installed', '61.98', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DN-PACBS0183', '001', 'Shoe web', 'installed', '76.67', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEESS0057', '002', 'Battery cable', 'installed', '89.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEM0134', '002', 'Central locking system', 'installed', '36.80', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0064', '001', 'Dynamometer', 'installed', '23.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAEW0037', '003', 'Window regulator', 'received', '34.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-PACBS0174', '003', 'Brake pad', 'received', '54.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAE0011', '002', 'Pillar and hard trim', 'installed', '54.79', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0107', '002', 'Temperature sensor', 'installed', '44.27', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEIS0075', '001', 'Coil wire', 'ordered', '83.03', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAE0019', '002', 'Trim package', 'installed', '1.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0066', '002', 'Hydrometer', 'installed', '77.65', '5');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0095', '002', 'Camshaft position sensor', 'installed', '18.44', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-PACBS0169', '001', 'Brake backing pad', 'installed', '7.00', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0074', '002', 'Water temperature meter', 'ordered', '18.41', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0111', '002', 'MAP sensor', 'received', '88.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0121', '002', 'Ignition Switch', 'ordered', '31.13', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEM0134', '002', 'Central locking system', 'installed', '28.99', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEM0149', '002', 'Transmission computer', 'installed', '36.21', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0065', '001', 'Fuel gauge', 'installed', '261.54', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0093', '001', 'Airbag sensor', 'installed', '315.15', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0108', '001', 'Transmission input and output sensor', 'installed', '14.40', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0109', '001', 'ABS brack sensor', 'installed', '305.34', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAE0008', '002', 'Front clip', 'installed', '141.48', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0109', '002', 'ABS brack sensor', 'installed', '68.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0112', '002', 'IMA sensor', 'installed', '97.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAE0019', '003', 'Trim package', 'installed', '27.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0072', '003', 'Vacuum gauge', 'installed', '43.63', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0068', '001', 'Speedometer', 'installed', '12.76', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEWH0130', '001', 'Interior harness', 'installed', '16.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-ICS0158', '001', 'Headrest', 'installed', '3.03', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-PACBS0196', '001', 'Master Cylinder', 'installed', '42.00', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAE0016', '002', 'Spoiler', 'received', '50.66', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-PACBS0185', '002', 'Calibrated friction brake', 'installed', '57.54', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEM0147', '002', 'Speed controller', 'installed', '3.56', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0104', '002', 'Pressure sensor', 'installed', '2.51', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-IFCAP0151', '002', 'Carpet and other floor material', 'installed', '43.91', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAE0009', '004', 'Front fascia and header panel', 'received', '88.49', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEM0145', '004', 'Remote lock', 'received', '5.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEM0147', '004', 'Speed controller', 'ordered', '71.65', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0120', '004', 'Door switch', 'ordered', '1.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0108', '001', 'Transmission input and output sensor', 'ordered', '147.50', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0126', '001', 'Thermostat', 'ordered', '204.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAEW0035', '001', 'Sunroof motor', 'installed', '76.86', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEESS0054', '001', 'Performance battery', 'installed', '90.04', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-ICS0157', '001', 'Fastener', 'installed', '43.68', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0071', '004', 'Tire pressure gauge', 'installed', '13.49', '5');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAELASS0090', '004', 'Side lighting', 'installed', '38.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-PACBS0195', '004', 'Load-sensing valve', 'installed', '32.24', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAEW0037', '001', 'Window regulator', 'installed', '56.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0063', '001', 'Clinometer', 'ordered', '85.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-PACBS0167', '001', 'Bleed nipple', 'ordered', '34.10', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-PACBS0178', '001', 'Brake roll', 'ordered', '79.94', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAE0017', '002', 'Front spoiler', 'received', '60.65', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0070', '002', 'Temperature gauge', 'installed', '125.02', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0109', '002', 'ABS brack sensor', 'received', '114.81', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0125', '002', 'Switch panel', 'received', '15.71', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0073', '001', 'Voltmeter', 'installed', '10.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAELASS0092', '001', 'Tail light cover', 'installed', '1.18', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-PACBS0198', '001', 'Other braking system parts', 'installed', '53.47', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAEW0033', '001', 'Glass', 'installed', '18.37', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAECS0051', '001', 'Alternator fan', 'installed', '40.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAEGAM0066', '001', 'Hydrometer', 'installed', '32.08', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-EAES0108', '001', 'Transmission input and output sensor', 'installed', '24.80', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAE0015', '004', 'Roof Rack', 'installed', '1.92', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('DH-BAED0032', '004', 'Centre Locking', 'installed', '37.30', '1');
